id,Route_Name,Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seat_Availability
4947,Hyderabad to Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,TSRTC - 7198,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,05h 30m,22:00,3.3,392,31
4948,Hyderabad to Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,TSRTC - 7331,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,05h 45m,23:15,3.3,392,26
4949,Hyderabad to Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,TSRTC - 7206,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:20,05h 30m,01:50,4.4,392,31
4950,Hyderabad to Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,TSRTC - 7235,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,05h 30m,03:00,4.7,392,31
4951,Hyderabad to Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,TSRTC - 9507,RAJDHANI (A.C. Semi Sleeper),22:00,05h 30m,03:30,3.8,476,35
4952,Hyderabad to Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,TSRTC - 7201,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,05h 30m,04:30,4.6,392,24
4953,Hyderabad to Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,TSRTC - 9511,RAJDHANI (A.C. Semi Sleeper),23:00,05h 30m,04:30,4.4,502,31
4954,Hyderabad to Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,TSRTC - 7271,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,05h 15m,04:30,4.0,392,31
4955,Hyderabad to Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,TSRTC - 7273,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:45,05h 25m,05:10,4.1,392,31
4956,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,APSRTC - 5734,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:15,06h 45m,22:00,3.5,584,32
4957,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,APSRTC - 5732,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,07h 00m,23:30,3.6,584,27
4958,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,APSRTC - 5694,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,09h 15m,02:15,3.8,584,27
4959,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,APSRTC - 56912,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:15,08h 30m,01:45,2.5,584,34
4960,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,APSRTC - 47463,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:20,09h 10m,03:30,4.7,584,25
4961,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,APSRTC - 66310,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,09h 00m,04:00,3.8,584,33
4962,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,APSRTC - 6926,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,10h 30m,05:30,3.7,584,32
4963,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,APSRTC - 5692,STAR LINER(NON-AC SLEEPER 2+1),19:15,08h 45m,04:00,3.5,756,23
4964,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,APSRTC - 6893,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:40,10h 35m,06:15,4.0,584,33
4965,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,APSRTC - 6835,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,09h 10m,04:55,4.0,584,30
4966,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,APSRTC - 6646,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,08h 10m,04:10,3.9,584,33
4967,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,APSRTC - 66330,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15,09h 15m,05:30,2.5,584,30
4968,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,APSRTC - 6855,INDRA(A.C. Seater),20:30,09h 15m,05:45,4.4,706,37
4969,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,APSRTC - 6806,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,10h 00m,06:30,4.3,584,31
4970,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,APSRTC - 6735,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,09h 15m,06:00,3.6,584,30
4971,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,APSRTC - 53549,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,07h 00m,04:00,4.6,584,31
4972,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,APSRTC - 6831,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,09h 10m,06:25,4.0,584,34
4973,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,APSRTC - 6833,INDRA(A.C. Seater),21:30,08h 30m,06:00,3.9,706,30
4974,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,APSRTC - 66441,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,09h 10m,06:40,3.9,584,26
4975,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,APSRTC - 6950,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,09h 30m,07:15,2.6,616,29
4976,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,APSRTC - 6731,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,08h 15m,07:15,3.4,584,33
4977,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,APSRTC - 6733,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,07h 45m,07:00,3.7,584,33
4978,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Al madeena Travels,Non A/C Seater / Sleeper (2+1),21:15,09h 00m,06:15,4.4,550,27
4979,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Sri Balaji Transports,A/C Seater / Sleeper (2+1),21:50,07h 55m,05:45,4.4,700,32
4980,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Sri Balaji Transports,A/C Sleeper (2+1),21:50,08h 10m,06:00,4.4,1090,10
4981,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,AdOrange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),23:00,05h 15m,04:15,3.9,1280,5
4982,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Sri Balaji Transports,Non A/C Seater / Sleeper (2+1),22:00,08h 08m,06:08,4.2,550,25
4983,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Meena tours and travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),21:45,07h 30m,05:15,4.2,970,27
4984,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Sree sivasankar Travels,NON A/C Seater (2+2),22:30,07h 52m,06:22,4.1,600,25
4985,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,AdAl madeena Travels,Non A/C Seater / Sleeper (2+1),22:10,08h 20m,06:30,3.9,900,10
4986,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Meena tours and travels,A/C Sleeper (2+1),22:05,07h 25m,05:30,4.2,990,16
4987,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Yolo Bus,A/C Sleeper (2+1),22:46,06h 33m,05:19,4.1,1230,23
4988,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Sri Balaji Transports,A/C Sleeper (2+1),21:50,07h 40m,05:30,4.3,999,18
4989,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Sadiq Tours and Travels,A/C Sleeper (2+1),22:00,07h 30m,05:30,3.9,980,19
4990,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,KK Travels,A/C Sleeper (2+1),22:00,08h 00m,06:00,3.8,900,15
4991,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Kallada Travels (Suresh Kallada),Volvo Multi-Axle I-Shift A/C Semi Sleeper (2+2),15:50,05h 35m,21:25,4.0,800,32
4992,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Madhavi Travels,A/C Seater / Sleeper (2+1),22:10,08h 00m,06:10,4.3,700,29
4993,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,IntrCity SmartBus,AC Sleeper (2+1),23:40,05h 50m,05:30,4.4,1010,16
4994,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Meena tours and travels,A/C Seater / Sleeper (2+1),22:15,07h 30m,05:45,3.7,750,16
4995,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,ORM Tours and Travels,A/C Sleeper (2+1),20:45,08h 15m,05:00,3.6,1090,21
4996,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Dream Line Travels Pvt Ltd,VE A/C Sleeper (2+1),23:50,05h 40m,05:30,4.2,900,15
4997,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),13:50,06h 15m,20:05,4.1,1100,7
4998,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,YAS TOURS AND TRAVELS,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),16:45,07h 14m,23:59,4.8,1100,26
4999,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Jabbar Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),22:30,05h 30m,04:00,4.3,600,21
5000,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:35,05h 35m,05:10,4.1,496,26
5001,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Intercity travels,Bharat Benz A/C Sleeper (2+1),23:45,06h 15m,06:00,4.1,1199,20
5002,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Sudheer Travels,A/C Sleeper (2+1),22:30,07h 00m,05:30,3.1,1090,11
5003,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,IntrCity SmartBus,A/C Seater / Sleeper (2+1),19:15,09h 00m,04:15,3.8,489,18
5004,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,KSM Roadways,A/C Volvo B11R Multi-Axle Sleeper (2+1),23:15,05h 15m,04:30,5.0,2199,30
5005,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,YAS TOURS AND TRAVELS,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),14:45,05h 40m,20:25,4.2,1500,6
5006,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),17:00,05h 30m,22:30,3.2,1000,30
5007,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Madhavi Travels,Non A/C Seater / Sleeper (2+1),21:50,08h 20m,06:10,3.6,550,28
5008,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,IntrCity SmartBus,AC Sleeper (2+1),23:00,05h 50m,04:50,3.8,737,24
5009,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Go Tour Travels and Holidays,A/C Sleeper (2+1),23:30,05h 30m,05:00,4.0,854,22
5010,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,BSR Tours And Travels,A/C Sleeper (2+1),20:00,07h 30m,03:30,4.8,940,14
5011,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),23:25,03h 35m,03:00,4.9,980,20
5012,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Al madeena Travels,A/C Sleeper (2+1),21:15,09h 00m,06:15,3.9,950,23
5013,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Jabbar Travels,Scania Multi-Axle AC Semi Sleeper (2+2),20:00,06h 30m,02:30,4.8,654,20
5014,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Morning Star Travels,NON A/C Sleeper (2+1),22:00,07h 00m,05:00,3.4,750,4
5015,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Zingbus Plus,A/C Sleeper (2+1),22:25,05h 55m,04:20,3.9,919,18
5016,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,National travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),22:00,06h 35m,04:35,3.7,810,29
5017,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur,Bmcc Travels,Non A/C Seater / Sleeper (2+1),21:15,08h 30m,05:45,2.6,468,20
5018,Hyderabad to Warangal,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,TSRTC - 8272,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:40,03h 15m,16:55,4.5,245,30
5019,Hyderabad to Warangal,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,TSRTC - 8274,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,03h 00m,17:00,3.8,245,25
5020,Hyderabad to Warangal,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,TSRTC - 7433,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:15,03h 00m,19:15,1.8,245,31
5021,Hyderabad to Warangal,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,TSRTC - 8449,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,03h 30m,21:00,3.2,245,32
5022,Hyderabad to Warangal,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,TSRTC - 7437,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,02h 30m,21:30,3.4,245,29
5023,Hyderabad to Warangal,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,TSRTC - 8384,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:50,04h 40m,01:30,3.5,245,29
5024,Hyderabad to Warangal,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,TSRTC - 8352,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,04h 00m,01:00,3.8,245,30
5025,Hyderabad to Warangal,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,TSRTC - 8365,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,04h 40m,02:00,4.6,245,30
5026,Hyderabad to Warangal,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,TSRTC - 8457,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,03h 15m,00:45,4.7,245,33
5027,Hyderabad to Warangal,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,TSRTC - 8372,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,04h 45m,02:30,4.8,245,20
5028,Hyderabad to Warangal,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,TSRTC - 8451,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,04h 00m,02:45,3.7,245,32
5029,Hyderabad to Warangal,https://www.redbus.in/bus-tickets/hyderabad-to-warangal,TSRTC - 8374,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,04h 00m,03:00,4.1,245,22
5030,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5151,STAR LINER(NON-AC SLEEPER 2+1),18:00,09h 15m,03:15,4.2,677,9
5031,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5870,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,09h 30m,04:00,3.6,522,17
5032,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5070,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:45,08h 30m,03:15,3.9,524,19
5033,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 48821,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,09h 15m,04:15,4.1,522,16
5034,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5859,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,09h 00m,04:00,2.8,555,14
5035,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5867,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,11h 30m,07:00,3.3,569,23
5036,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5994,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,10h 15m,05:45,3.3,555,23
5037,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5181,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:40,09h 00m,04:40,3.2,524,20
5038,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5922,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,09h 05m,04:50,3.2,522,17
5039,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5916,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:50,09h 10m,05:00,2.4,572,9
5040,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5906,INDRA(A.C. Seater),20:00,09h 30m,05:30,4.4,632,14
5041,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5926,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15,09h 30m,05:45,4.1,555,18
5042,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5381,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,10h 30m,07:00,4.3,592,20
5043,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5020,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),20:30,07h 45m,04:15,3.9,805,18
5044,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5876,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,09h 00m,05:30,4.1,522,26
5045,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5914,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:40,08h 50m,05:30,3.6,522,22
5046,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5928,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,08h 15m,05:00,3.5,555,13
5047,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5976,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:50,09h 25m,06:15,3.9,558,24
5048,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 58231,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:50,08h 55m,05:45,3.6,522,30
5049,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5902,STAR LINER(NON-AC SLEEPER 2+1),21:00,08h 45m,05:45,4.3,677,7
5050,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 48604,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),21:00,08h 10m,05:10,4.6,802,43
5051,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5863,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,08h 15m,05:15,3.6,522,17
5052,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 45902,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:10,09h 20m,06:30,3.8,522,24
5053,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5920,VENNELA (A.C. SLEEPER),21:15,08h 15m,05:30,4.3,934,13
5054,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 48493,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,08h 25m,05:45,3.8,555,21
5055,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 48601,INDRA(A.C. Seater),21:20,07h 40m,05:00,4.0,632,32
5056,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5904,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),21:25,08h 05m,05:30,4.3,802,40
5057,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5857,STAR LINER(NON-AC SLEEPER 2+1),21:40,08h 20m,06:00,2.3,677,2
5058,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 9228,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:50,08h 25m,06:15,4.0,522,21
5059,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5379,INDRA(A.C. Seater),22:00,07h 55m,05:55,4.0,632,28
5060,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5974,STAR LINER(NON-AC SLEEPER 2+1),22:00,08h 30m,06:30,4.4,677,7
5061,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5726,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:10,08h 05m,06:15,3.3,522,27
5062,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),21:40,08h 35m,06:15,4.4,698,20
5063,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,V Kaveri Travels,Scania AC Multi Axle Sleeper (2+1),21:30,08h 15m,05:45,4.2,1180,21
5064,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),21:30,08h 30m,06:00,4.1,500,22
5065,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Chandu Travels,A/C Sleeper (2+1),22:15,07h 30m,05:45,4.1,779,23
5066,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,V Kaveri Travels,A/C Sleeper (2+1),22:00,08h 15m,06:15,4.1,1000,23
5067,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),20:00,09h 00m,05:00,3.8,600,21
5068,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,V Kaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:30,08h 00m,05:30,3.6,1000,21
5069,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:30,08h 25m,06:55,3.3,500,17
5070,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,VV Vinayak Travels,A/C Sleeper (2+1),22:15,07h 45m,06:00,3.4,766,25
5071,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Vihari Travels ,NON AC Seater / Sleeper 2+1,21:20,08h 20m,05:40,3.4,474,27
5072,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Sri Krishna Travels,NON A/C Semi Sleeper / Sleeper (2+1),22:00,07h 30m,05:30,3.3,550,33
5073,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Cherry tours&travels,A/C Seater / Sleeper (2+1),22:00,07h 00m,05:00,3.5,523,24
5074,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Sri Krishna Travels,A/C Semi Sleeper / Sleeper (2+1),21:45,07h 55m,05:40,3.2,600,36
5075,Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:30,07h 50m,05:20,3.3,1200,19
